age,experience,education,job_title,location,company_size,skills,salary
39,13,Master,DevOps Engineer,Chicago,Startup (1-50),"Communication, Teamwork, Python, Machine Learning, Leadership, SQL, Excel",127276
22,36,Bachelor,Pharmacist,Chicago,Small (50-200),"Financial Modeling, SQL, Leadership, AWS, PowerPoint, Project Management, Excel",208780
24,4,Bachelor,Teacher,Seattle,Medium (200-1000),"Financial Modeling, Teamwork, Machine Learning, Leadership, Excel, Communication, JavaScript, Python",92369
50,18,Master,DevOps Engineer,Chicago,Startup (1-50),"Teamwork, Communication, AWS, Python, Leadership, PowerPoint, Excel",140757
43,30,Bachelor,Doctor,Remote,Startup (1-50),"JavaScript, Machine Learning, Excel, PowerPoint, AWS, SQL, Project Management",128519
22,34,Bachelor,Accountant,Atlanta,Startup (1-50),"Excel, Python, Leadership, JavaScript, Financial Modeling, Project Management, PowerPoint, Teamwork",119373
44,3,Master,Nurse,Denver,Medium (200-1000),"Communication, JavaScript, Leadership, SQL, Excel, AWS, Machine Learning",121328
47,14,Bachelor,Risk Manager,Los Angeles,Startup (1-50),"PowerPoint, Communication, SQL, Project Management, JavaScript",138461
59,23,High School,Data Scientist,Atlanta,Small (50-200),"Python, Project Management, Financial Modeling, SQL, JavaScript, Leadership, Communication, AWS",107315
50,35,Bachelor,Pharmacist,San Francisco,Medium (200-1000),"Leadership, Teamwork, SQL, Excel, Financial Modeling",335278
47,9,Bachelor,Sales Executive,Chicago,Large (1000+),"JavaScript, AWS, Project Management, Excel, Communication, Python, Machine Learning",96527
43,19,Bachelor,Teacher,Remote,Large (1000+),"Teamwork, Project Management, Excel, Communication, JavaScript, Machine Learning, Python",117726
28,38,PhD,Sales Executive,Atlanta,Startup (1-50),"Communication, AWS, Leadership, Financial Modeling, Excel, Python, SQL, Project Management",157805
23,4,Master,Pharmacist,Boston,Large (1000+),"Leadership, Communication, Financial Modeling, SQL, Teamwork, PowerPoint",141511
34,39,Master,UX Designer,Seattle,Large (1000+),"AWS, Excel, Python, Teamwork, JavaScript, Project Management, Leadership",344727
35,34,Bachelor,Marketing Manager,Boston,Small (50-200),"PowerPoint, AWS, Project Management, JavaScript, Excel, Leadership, Teamwork",157381
47,4,Bachelor,UX Designer,New York,Medium (200-1000),"Excel, JavaScript, Machine Learning, PowerPoint, Communication",138541
22,2,Master,Marketing Manager,Denver,Medium (200-1000),"SQL, JavaScript, Python, Teamwork, Communication, PowerPoint, Excel, Leadership",89819
33,24,Bachelor,Nurse,Remote,Medium (200-1000),"Project Management, Leadership, Python, Teamwork, JavaScript",141660
28,12,Bachelor,Marketing Manager,New York,Startup (1-50),"Project Management, Teamwork, Communication, Excel, AWS, Machine Learning, Financial Modeling",112448
23,30,Bachelor,Doctor,Seattle,Large (1000+),"Communication, Python, Project Management, Financial Modeling, PowerPoint, Leadership, Excel, AWS",281909
24,26,PhD,Product Manager,New York,Small (50-200),"PowerPoint, Python, Leadership, SQL, Communication, Teamwork",318597
57,39,Bachelor,UX Designer,Los Angeles,Large (1000+),"PowerPoint, AWS, Machine Learning, Python, Project Management, Leadership, Excel",372248
37,36,Master,HR Specialist,Atlanta,Small (50-200),"Python, Leadership, Financial Modeling, AWS, SQL, Machine Learning, PowerPoint, Teamwork",142632
37,22,Master,Accountant,Denver,Medium (200-1000),"SQL, PowerPoint, Project Management, Financial Modeling, Machine Learning, JavaScript, Teamwork",172948
53,13,Master,UX Designer,San Francisco,Startup (1-50),"Leadership, Financial Modeling, Teamwork, Python, SQL, Project Management, JavaScript",191092
31,12,Master,Sales Executive,Boston,Small (50-200),"Machine Learning, Financial Modeling, SQL, AWS, Teamwork, Python, Project Management, Communication",133086
56,19,Master,Pharmacist,Los Angeles,Medium (200-1000),"Financial Modeling, Excel, Leadership, Teamwork, SQL, Communication, AWS, Machine Learning",261656
43,31,Bachelor,Teacher,Seattle,Medium (200-1000),"JavaScript, Financial Modeling, PowerPoint, Python, Communication, Machine Learning, Project Management, SQL",168090
25,3,Bachelor,Investment Banker,Denver,Large (1000+),"Leadership, PowerPoint, Project Management, JavaScript, Excel, AWS",111763
29,2,Bachelor,Investment Banker,Austin,Small (50-200),"SQL, Communication, Excel, AWS, Leadership",72233
44,26,High School,UX Designer,Seattle,Large (1000+),"PowerPoint, Teamwork, Leadership, Financial Modeling, Excel",190776
38,32,High School,Risk Manager,Atlanta,Large (1000+),"Leadership, Teamwork, Financial Modeling, Machine Learning, SQL, AWS",134291
37,17,High School,Marketing Manager,Denver,Small (50-200),"Teamwork, PowerPoint, Machine Learning, Python, Leadership, Financial Modeling",81485
34,23,High School,Nurse,San Francisco,Small (50-200),"SQL, Communication, Python, JavaScript, Financial Modeling, Teamwork, Excel",206030
34,7,Master,Pharmacist,San Francisco,Startup (1-50),"Teamwork, Leadership, Machine Learning, JavaScript, Financial Modeling, SQL, Communication",163352
35,29,Bachelor,HR Specialist,San Francisco,Small (50-200),"Python, Excel, Project Management, AWS, Machine Learning",189886
23,36,Bachelor,Accountant,San Francisco,Startup (1-50),"Machine Learning, Communication, SQL, Leadership, JavaScript, Teamwork, Financial Modeling, AWS",223070
39,27,Master,Nurse,Seattle,Small (50-200),"Python, PowerPoint, Financial Modeling, Machine Learning, Communication",241934
25,24,Bachelor,Pharmacist,Seattle,Startup (1-50),"PowerPoint, Python, AWS, Communication, SQL, Machine Learning",178794
53,14,Bachelor,Doctor,Denver,Large (1000+),"AWS, PowerPoint, JavaScript, Excel, Python, Leadership, Machine Learning, Financial Modeling",177956
47,8,Bachelor,Accountant,Denver,Small (50-200),"Teamwork, Financial Modeling, AWS, PowerPoint, Python",106635
29,33,Master,Medical Technician,Seattle,Small (50-200),"SQL, Machine Learning, Leadership, Financial Modeling, Teamwork, Communication",282299
31,7,Master,DevOps Engineer,Remote,Startup (1-50),"AWS, JavaScript, Python, Project Management, PowerPoint, Communication",100371
55,4,Master,Pharmacist,Austin,Startup (1-50),"Financial Modeling, PowerPoint, AWS, Communication, SQL, Machine Learning, Project Management, Teamwork",82359
59,27,Bachelor,Pharmacist,San Francisco,Startup (1-50),"JavaScript, Financial Modeling, Communication, Excel, Leadership, Python, PowerPoint",256089
52,15,High School,Financial Analyst,Boston,Medium (200-1000),"Excel, Machine Learning, SQL, Teamwork, JavaScript, PowerPoint, Financial Modeling",129799
56,28,Bachelor,DevOps Engineer,Seattle,Medium (200-1000),"Leadership, Communication, Excel, SQL, AWS",215610
52,0,Master,Investment Banker,Denver,Small (50-200),"PowerPoint, JavaScript, Project Management, Excel, SQL, Python",106303
36,29,High School,Investment Banker,Chicago,Small (50-200),"AWS, Leadership, SQL, Communication, Python, Teamwork",113563
52,36,Bachelor,UX Designer,Chicago,Large (1000+),"Machine Learning, PowerPoint, Financial Modeling, JavaScript, Python",249764
57,3,High School,UX Designer,San Francisco,Medium (200-1000),"Leadership, SQL, JavaScript, Communication, Teamwork, Project Management, Excel",121286
50,5,Master,Medical Technician,Seattle,Large (1000+),"Communication, Project Management, Python, Excel, Leadership, PowerPoint, Teamwork, AWS",149542
29,34,High School,UX Designer,Austin,Medium (200-1000),"Teamwork, Leadership, Excel, Python, Communication, Financial Modeling, AWS",147709
44,19,Bachelor,Data Scientist,Atlanta,Startup (1-50),"Machine Learning, Communication, SQL, AWS, Python, Project Management, Financial Modeling, Teamwork",112831
48,28,Bachelor,Sales Executive,Remote,Small (50-200),"PowerPoint, Project Management, Python, Financial Modeling, Leadership, AWS",105761
29,27,High School,Investment Banker,Seattle,Medium (200-1000),"Teamwork, Machine Learning, Python, Project Management, Excel, AWS, SQL",140690
27,20,High School,Marketing Manager,New York,Startup (1-50),"Teamwork, Excel, AWS, Financial Modeling, Leadership, Machine Learning, PowerPoint",108196
31,39,Bachelor,Doctor,Atlanta,Large (1000+),"AWS, Financial Modeling, Python, Communication, PowerPoint",239974
31,10,Bachelor,Investment Banker,Atlanta,Large (1000+),"Communication, Teamwork, Machine Learning, Leadership, Project Management, Python, AWS, Excel",108929
41,18,Bachelor,Software Engineer,Seattle,Large (1000+),"JavaScript, AWS, Financial Modeling, PowerPoint, Machine Learning, Teamwork, Excel",195757
55,3,Master,Investment Banker,Remote,Startup (1-50),"Leadership, Excel, Communication, PowerPoint, Python, Financial Modeling, SQL, Teamwork",80510
37,39,Bachelor,Doctor,Remote,Startup (1-50),"PowerPoint, Machine Learning, Teamwork, Leadership, Financial Modeling",159870
32,10,Bachelor,Software Engineer,Chicago,Large (1000+),"PowerPoint, JavaScript, Machine Learning, SQL, Teamwork, Project Management",140677
37,13,PhD,Pharmacist,Chicago,Small (50-200),"Leadership, Financial Modeling, JavaScript, Python, Excel, Teamwork",151193
36,13,Bachelor,Doctor,Denver,Small (50-200),"Project Management, PowerPoint, Python, Financial Modeling, Excel, Teamwork, JavaScript",140857
56,0,Bachelor,Financial Analyst,Los Angeles,Medium (200-1000),"PowerPoint, Machine Learning, JavaScript, Project Management, Communication, SQL, Leadership, Teamwork",104096
58,20,Bachelor,Software Engineer,Chicago,Medium (200-1000),"Teamwork, Machine Learning, Excel, JavaScript, Leadership, PowerPoint, SQL",165885
47,25,Bachelor,Marketing Manager,Atlanta,Medium (200-1000),"Project Management, Leadership, AWS, Python, Financial Modeling",111582
59,12,High School,Financial Analyst,New York,Startup (1-50),"SQL, Excel, Leadership, Project Management, Teamwork",103313
40,34,High School,Teacher,Boston,Medium (200-1000),"Excel, AWS, Leadership, Communication, PowerPoint, JavaScript, Project Management",148583
56,19,Bachelor,Financial Analyst,Chicago,Small (50-200),"Project Management, Communication, Financial Modeling, JavaScript, Teamwork",117405
22,18,Master,Investment Banker,San Francisco,Small (50-200),"Teamwork, JavaScript, Excel, PowerPoint, Financial Modeling",231390
53,26,Master,DevOps Engineer,Los Angeles,Startup (1-50),"Financial Modeling, Project Management, PowerPoint, SQL, JavaScript, Excel, Machine Learning",247130
28,8,Bachelor,UX Designer,Denver,Small (50-200),"Financial Modeling, SQL, Python, Project Management, JavaScript, Excel",123742
31,28,PhD,Product Manager,Los Angeles,Small (50-200),"Excel, Teamwork, Machine Learning, AWS, Python, Leadership, JavaScript",339031
23,29,Master,Investment Banker,Seattle,Small (50-200),"Leadership, SQL, Communication, Excel, Project Management, JavaScript",190229
35,17,Master,Teacher,Austin,Medium (200-1000),"Project Management, PowerPoint, Communication, Financial Modeling, Teamwork",106639
34,38,Bachelor,Product Manager,Seattle,Large (1000+),"Project Management, SQL, Financial Modeling, Communication, JavaScript, Leadership, Excel",302940
58,11,High School,Marketing Manager,Los Angeles,Large (1000+),"Machine Learning, Project Management, Teamwork, Leadership, PowerPoint, JavaScript, SQL, Financial Modeling",131646
23,24,Master,UX Designer,Denver,Large (1000+),"Communication, Project Management, Teamwork, PowerPoint, AWS",253619
52,4,Bachelor,Doctor,Atlanta,Large (1000+),"Teamwork, Project Management, JavaScript, Financial Modeling, Machine Learning, PowerPoint",101816
46,21,PhD,Risk Manager,Austin,Medium (200-1000),"JavaScript, PowerPoint, Excel, Financial Modeling, Project Management",182174
37,25,Bachelor,Software Engineer,Remote,Startup (1-50),"Teamwork, Python, Financial Modeling, Machine Learning, JavaScript, SQL",130217
58,31,Bachelor,Pharmacist,Remote,Medium (200-1000),"Machine Learning, JavaScript, AWS, Leadership, SQL, PowerPoint",174116
34,14,Master,Accountant,New York,Medium (200-1000),"SQL, Teamwork, Python, Communication, PowerPoint, Financial Modeling",202933
57,7,PhD,Software Engineer,Atlanta,Large (1000+),"Leadership, Python, SQL, Teamwork, Excel, Communication",151049
58,0,Bachelor,Product Manager,New York,Medium (200-1000),"Leadership, JavaScript, Communication, SQL, Project Management, AWS",137856
42,6,PhD,Product Manager,Boston,Medium (200-1000),"SQL, PowerPoint, Machine Learning, Communication, Financial Modeling, Python, Teamwork",184371
58,3,PhD,Data Scientist,Boston,Medium (200-1000),"SQL, Communication, AWS, Excel, PowerPoint, Financial Modeling, Leadership",155853
46,29,Master,Marketing Manager,Boston,Medium (200-1000),"Teamwork, Communication, Excel, Financial Modeling, AWS, Project Management, PowerPoint",188339
37,3,Master,Teacher,Austin,Small (50-200),"Excel, SQL, PowerPoint, AWS, Financial Modeling",81756
36,19,Bachelor,UX Designer,Denver,Startup (1-50),"Communication, JavaScript, PowerPoint, AWS, Project Management, Financial Modeling",135929
27,5,Bachelor,UX Designer,New York,Startup (1-50),"Leadership, Excel, AWS, SQL, Financial Modeling",135051
35,38,Bachelor,Doctor,Boston,Startup (1-50),"SQL, Financial Modeling, Machine Learning, Excel, PowerPoint",245406
44,6,Bachelor,Teacher,Atlanta,Small (50-200),"Financial Modeling, Leadership, Communication, PowerPoint, Teamwork",63389
53,34,PhD,Pharmacist,Seattle,Small (50-200),"Teamwork, SQL, Financial Modeling, Python, Excel",298532
23,23,Bachelor,HR Specialist,Remote,Medium (200-1000),"Communication, AWS, Project Management, JavaScript, Machine Learning, Financial Modeling, Python, Teamwork",102370
52,36,Master,Nurse,Seattle,Large (1000+),"Teamwork, SQL, Financial Modeling, Excel, JavaScript, PowerPoint",361780
56,35,Bachelor,Product Manager,Atlanta,Large (1000+),"Excel, Financial Modeling, Leadership, Communication, Python, Project Management",199078
23,3,Bachelor,Risk Manager,Remote,Startup (1-50),"Teamwork, JavaScript, Communication, Python, Financial Modeling",67618
34,1,High School,Risk Manager,Seattle,Medium (200-1000),"Financial Modeling, Python, Teamwork, Project Management, PowerPoint, AWS, Leadership",77951
33,31,High School,Nurse,Boston,Startup (1-50),"JavaScript, SQL, PowerPoint, Python, Excel, Financial Modeling, AWS",165522
39,24,Bachelor,Doctor,New York,Small (50-200),"SQL, JavaScript, AWS, Python, Teamwork",237394
32,38,Bachelor,DevOps Engineer,Atlanta,Large (1000+),"PowerPoint, Python, Excel, Leadership, SQL, Teamwork, Project Management",205715
56,15,Bachelor,UX Designer,San Francisco,Large (1000+),"Communication, AWS, Excel, Teamwork, Financial Modeling, Leadership, SQL, Python",247061
25,25,Master,Marketing Manager,Los Angeles,Medium (200-1000),"Python, Leadership, SQL, Teamwork, Machine Learning, Excel, Communication",206361
35,10,Bachelor,Pharmacist,Remote,Large (1000+),"AWS, PowerPoint, Financial Modeling, SQL, JavaScript",117848
52,14,Bachelor,Data Scientist,New York,Small (50-200),"AWS, Machine Learning, Teamwork, Project Management, SQL, Excel, Communication",165824
28,37,Bachelor,Pharmacist,New York,Large (1000+),"SQL, AWS, PowerPoint, Leadership, Python, Financial Modeling, Project Management",393279
52,39,Bachelor,Sales Executive,Boston,Large (1000+),"JavaScript, Machine Learning, Teamwork, SQL, AWS, Leadership",221210
42,35,High School,HR Specialist,Denver,Startup (1-50),"Leadership, JavaScript, Teamwork, PowerPoint, Communication, AWS",102588
42,12,Master,Investment Banker,Atlanta,Small (50-200),"PowerPoint, Communication, Financial Modeling, Project Management, JavaScript, Leadership, Excel, Machine Learning",110044
40,4,PhD,Financial Analyst,Atlanta,Small (50-200),"Excel, Python, Financial Modeling, Machine Learning, Project Management",87299
42,32,Bachelor,Pharmacist,Austin,Small (50-200),"Excel, PowerPoint, JavaScript, Leadership, Financial Modeling, Teamwork, Python, Communication",159054
29,17,Master,Financial Analyst,Denver,Medium (200-1000),"SQL, Leadership, Excel, PowerPoint, Machine Learning, Communication, Python, Teamwork",169778
24,8,High School,DevOps Engineer,Boston,Startup (1-50),"AWS, Leadership, Python, Project Management, PowerPoint, Communication",100269
